"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"Velvet Bar","","Main Casino Floor, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006","Main Casino Floor","Crown Melbourne","Cocktail bar, Bar","Service options: [Dine-in, No delivery, No takeaway], Highlights: [Great cocktails], Offerings: [Alcohol, Beer, Cocktails, Food, Spirits, Wine], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XG5+PH","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9292 5203","(03) 9292 5203, +61 3 9292 5203","YES","Velvet Bar (owner)",1.08992899998699e+20,"https://www.google.com/maps/contrib/108992899998698779657","",NA,90,4,"https://search.google.com/local/reviews?placeid=ChIJx9lsHVNd1moRsuG618b7K3I&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8226945975763788210","https://www.google.com/search?kgmid=/g/11cmtjyx47",-37.8232292,144.9589295,"https://www.crownmelbourne.com.au/bars/velvet-bar?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=velvetbar-web","crownmelbourne.com.au","Thursday: [12 pm-2 am], Friday: [12 pm-4 am], Saturday: [12 pm-4 am], Sunday: [12 pm-2 am], Monday: [12 pm-2 am], Tuesday: [12 pm-2 am], Wednesday: [12 pm-2 am]","https://lh5.googleusercontent.com/p/AF1QipPLhua6HteqWuqtxgUhoAFYUGbJ4vJzVqidJzL7=w132-h92-k-no",8226945975763787776,"0x6ad65d531d6cd9c7:0x722bfbc6d7bae1b2","ChIJx9lsHVNd1moRsuG618b7K3I","/g/11cmtjyx47","Rooftop Bar","Other"
"Crema Cafe","","385 Bourke St, Melbourne VIC 3000","385 Bourke St","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance], Offerings: [Coffee], Dining options: [Brunch, Dessert], Atmosphere: [Casual], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XP7+25","Australia/Melbourne","$1–20",NA,NA,NA,"","","NO","Crema Cafe (owner)",NA,"","","",33,4.8,"https://search.google.com/local/reviews?placeid=ChIJz-Jh4rRC1moRzRGlnS97JVo&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=6495733481990328781","https://www.google.com/search?kgmid=/g/1tdjr8gd",-37.8149299,144.9629518,"","","Tuesday: [7 am-3:30 pm], Wednesday: [7 am-3:30 pm], Thursday: [7 am-3:30 pm], Friday: [7 am-3:30 pm], Saturday: [Closed], Sunday: [Closed], Monday: [7 am-3:30 pm]","https://lh5.googleusercontent.com/p/AF1QipODlHza1ur9XnAYOqHqvPIXzhk1JoUDV2qfUk_H=w80-h106-k-no",6495733481990328320,"0x6ad642b4e261e2cf:0x5a257b2f9da511cd","ChIJz-Jh4rRC1moRzRGlnS97JVo","/g/1tdjr8gd","Coffee Shop","Other"
"Barista Cafe","","Shop 11/242 Exhibition St, Melbourne VIC 3000","Shop 11/242 Exhibition St","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance], Offerings: [Coffee], Dining options: [Breakfast, Brunch, Lunch, Dessert], Atmosphere: [Casual], Payments: [Credit cards]","4RJ65XR9+6V","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9639 0032","(03) 9639 0032, +61 3 9639 0032","NO","Barista Cafe (owner)",NA,"","","",37,4.5,"https://search.google.com/local/reviews?placeid=ChIJz53zK89C1moR7pdsPwDE5m0&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7919232500120721390","https://www.google.com/search?kgmid=/g/1tfx50gx",-37.8094974,144.9696989,"http://242baristacafe.com.au/","242baristacafe.com.au","Tuesday: [7 am-3 pm], Wednesday: [7 am-3 pm], Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [Closed], Sunday: [Closed], Monday: [7 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipMOR4Egy4vZwDdvaSmEI1WBaAfoWnjx1TSabf5G=w163-h92-k-no",7919232500120721408,"0x6ad642cf2bf39dcf:0x6de6c4003f6c97ee","ChIJz53zK89C1moR7pdsPwDE5m0","/g/1tfx50gx","Coffee Shop","Other"
"HQ's on William Restaurant and Bar","Stylish restaurant in the Radisson Hotel, offering breakfast/lunch buffet and seasonal evening menu.","380 William St, Melbourne VIC 3000","380 William St","Melbourne VIC 3000","Restaurant, Bar, Cocktail bar, Event venue, Function room facility, Modern Australian restaurant, Wedding venue","Service options: [Dine-in, No delivery], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, No wheelchair-accessible car park, No wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Coffee, Spirits, Wine], Dining options: [Breakfast, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards], Children: [High chairs]","4RJ65XQ4+RC","Australia/Melbourne","$20–60",NA,NA,NA,"(03) 9322 8177","(03) 9322 8177, +61 3 9322 8177","YES","HQ's on William Restaurant and Bar (owner)",1.16893375240212e+20,"https://www.google.com/maps/contrib/116893375240212216736","","",106,4.3,"https://search.google.com/local/reviews?placeid=ChIJY35yAUpd1moRUntgHynaGgA&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7558219549408082","https://www.google.com/search?kgmid=/g/1tct8w35",-37.8104066,144.9560469,"https://www.radissonhotels.com/en-us/hotels/radisson-melbourne-flagstaff-gardens/restaurant-bar/hqs-on-william","radissonhotels.com","Thursday: [6:30 am-10 pm], Friday: [6:30 am-10 pm], Saturday: [5-10 pm], Sunday: [5-10 pm], Monday: [6:30 am-10 pm], Tuesday: [6:30 am-10 pm], Wednesday: [6:30 am-10 pm]","https://lh5.googleusercontent.com/p/AF1QipPu9J-OmSFPtAvA6_7E5tgL8Thj1O69EbSPFO01=w122-h92-k-no",7558219549408082,"0x6ad65d4a01727e63:0x1ada291f607b52","ChIJY35yAUpd1moRUntgHynaGgA","/g/1tct8w35","Breakfast","Australian"
"Cafe Belt Melbourne","","Shop 1C/250 Queen St, Melbourne VIC 3000","Shop 1C/250 Queen St","Melbourne VIC 3000","Coffee shop, Cafe","Service options: [Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Coffee], Dining options: [Breakfast, Lunch, Dessert, Seating], Amenities: [Wi-Fi, , No toilets], Atmosphere: [Casual, Cosy], Crowd: [Transgender safe space], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XP5+WX","Australia/Melbourne","$1–20",NA,NA,NA,"","","YES","Cafe Belt Melbourne (owner)",1.05782881805106e+20,"https://www.google.com/maps/contrib/105782881805106018719","","",318,5,"https://search.google.com/local/reviews?placeid=ChIJywGq8jRd1moR5nQ1m6DgWEI&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4780817984857142502","https://www.google.com/search?kgmid=/g/11tmw3y4yz",-37.8126847,144.9599771,"","","Tuesday: [7 am-4 pm], Wednesday: [7 am-4 pm], Thursday: [7 am-4 pm], Friday: [7 am-4 pm], Saturday: [9 am-4 pm], Sunday: [9 am-4 pm], Monday: [7 am-4 pm]","https://lh5.googleusercontent.com/p/AF1QipMIap_BY-1kXJgEjeML7X4F4HpbhAqJr0lu9GYO=w80-h106-k-no",4780817984857142272,"0x6ad65d34f2aa01cb:0x4258e0a09b3574e6","ChIJywGq8jRd1moR5nQ1m6DgWEI","/g/11tmw3y4yz","Coffee Shop","Other"
"One Thai Restaurant","Pad Thai and classic curries in a modest, long-running locale, plus delivery and takeaway.","6/346 Belmore Rd, Balwyn VIC 3103","6/346 Belmore Rd","Balwyn VIC 3103","Thai restaurant","Service options: [No-contact delivery, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Healthy options, Small plates], Dining options: [Dinner, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free of charge street parking, Free parking lot, ]","4RJ754W2+FW","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9857 5824","(03) 9857 5824, +61 3 9857 5824","YES","One Thai Restaurant (owner)",1.18090164759402e+20,"https://www.google.com/maps/contrib/118090164759402014912","","",255,4.4,"https://search.google.com/local/reviews?placeid=ChIJjYo-LS1H1moRIXZWfCNy5m4&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7991200085550986785","https://www.google.com/search?kgmid=/g/1w6r8dxk",-37.8037585,145.1023519,"https://www.onethai.com.au/","onethai.com.au","Saturday: [5-10:30 pm], Sunday: [5-10 pm], Monday: [Closed], Tuesday: [5-10 pm], Wednesday: [5-10 pm], Thursday: [5-10 pm], Friday: [5-10:30 pm]","https://lh5.googleusercontent.com/p/AF1QipMQC7FHIHPGGV0sJW7dLftAwjzIEQWnjFuCyhdW=w163-h92-k-no",7991200085550987264,"0x6ad6472d2d3e8a8d:0x6ee672237c567621","ChIJjYo-LS1H1moRIXZWfCNy5m4","/g/1w6r8dxk","Restaurant","Thai"
"The Western Brew","","Enter through, 28/46 Graingers Rd, Robbs Rd, West Footscray VIC 3012","Enter through","28/46 Graingers Rd","Cafe, Breakfast restaurant, Brunch restaurant, Lunch restaurant","Service options: [Outdoor seating, Kerbside pickup, Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Offerings: [Coffee, Healthy options], Dining options: [Breakfast, Brunch, Lunch, Catering, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Free of charge street parking, Free parking lot, ], Pets: [Dogs allowed]","4RJ65VVH+XQ","Australia/Melbourne","$20–40",NA,NA,NA,"0422 290 276","0422 290 276, +61 422 290 276","YES","The Western Brew (owner)",1.13084560318018e+20,"https://www.google.com/maps/contrib/113084560318018458799","service.uk@quandoo.com, service.sg@quandoo.com, gtc@quandoo.com","",116,4.8,"https://search.google.com/local/reviews?placeid=ChIJgwOXAhln1moR9YioIzknuus&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16985932070946113781","https://www.google.com/search?kgmid=/g/11rs061h0c",-37.8050144,144.8794998,"https://social.quandoo.com/en/groups/the-western-brew","social.quandoo.com","Thursday: [7 am-2:30 pm], Friday: [7 am-2:30 pm], Saturday: [8 am-2 pm], Sunday: [8 am-2 pm], Monday: [7 am-2:30 pm], Tuesday: [7 am-2:30 pm], Wednesday: [7 am-2:30 pm]","https://lh5.googleusercontent.com/p/AF1QipOwLefIdDsOikmdj1aQjLFEnA6Hsb3mUcvFmbk-=w92-h92-k-no",16985932070946113536,"0x6ad6671902970383:0xebba273923a888f5","ChIJgwOXAhln1moR9YioIzknuus","/g/11rs061h0c","Brunch","Other"
"Copperwood Restaurant","Italian cuisine in a cool space with exposed rafters, an espresso bar and decorative lanterns.","318 Lygon St, Carlton VIC 3053","318 Lygon St","Carlton VIC 3053","Italian restaurant","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Late-night food, Small plates, Spirits, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Casual, Cosy, Romantic], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids], Parking: [Free of charge street parking, Paid street parking]","4RJ66X28+5W","Australia/Melbourne","$20–60",NA,NA,NA,"(03) 9347 1799","(03) 9347 1799, +61 3 9347 1799","YES","Copperwood Restaurant (owner)",1.10672181951548e+20,"https://www.google.com/maps/contrib/110672181951547993666","","",880,4.2,"https://search.google.com/local/reviews?placeid=ChIJs2_xrtZC1moRD45tnsNnPOs&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16950537187389967887","https://www.google.com/search?kgmid=/g/1tfl0bmt",-37.7995994,144.967359,"http://www.copperwood.com.au/","copperwood.com.au","Saturday: [12-10:30 pm], Sunday: [12-10 pm], Monday: [12-10 pm], Tuesday: [12-10 pm], Wednesday: [12-10 pm], Thursday: [12-10 pm], Friday: [12-10:30 pm]","https://lh5.googleusercontent.com/p/AF1QipMVdi2BksM4RBl_QeRYAPTGFOlACN-7N0fI3y_2=w122-h92-k-no",1.695053718739e+19,"0x6ad642d6aef16fb3:0xeb3c67c39e6d8e0f","ChIJs2_xrtZC1moRD45tnsNnPOs","/g/1tfl0bmt","Restaurant","Italian"
"By Korea","","7 Tattersalls Ln, Melbourne VIC 3000","7 Tattersalls Ln","Melbourne VIC 3000","Korean restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs], Parking: []","4RJ65XQ8+56","Australia/Melbourne","$20–40",NA,NA,NA,"0433 718 275","0433 718 275, +61 433 718 275","YES","By Korea (owner)",1.15989159445162e+20,"https://www.google.com/maps/contrib/115989159445162344516","","",1398,4.6,"https://search.google.com/local/reviews?placeid=ChIJmRa6PspC1moR2kXRCQjeTmg&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7516188954233751002","https://www.google.com/search?kgmid=/g/11bx1yt3lm",-37.8120162,144.9655941,"","","Saturday: [11:30 am-10:30 pm], Sunday: [11:30 am-10 pm], Monday: [11:30 am-10 pm], Tuesday: [11:30 am-10 pm], Wednesday: [11:30 am-10 pm], Thursday: [11:30 am-10 pm], Friday: [11:30 am-10:30 pm]","https://lh5.googleusercontent.com/p/AF1QipMMjFgNks1iIrByJLqYNRQYXdtyycDCS_JTlHNH=w163-h92-k-no",7516188954233750528,"0x6ad642ca3eba1699:0x684ede0809d145da","ChIJmRa6PspC1moR2kXRCQjeTmg","/g/11bx1yt3lm","Restaurant","Korean"
"Santana Rooftop","","Level 3/169 Melbourne Pl, Melbourne VIC 3000","Level 3/169 Melbourne Pl","Melbourne VIC 3000","Bar, Cigar shop, Cocktail bar, Event venue, Function room facility, Wine bar","Service options: [Outdoor seating, Dine-in, No delivery, No takeaway], Highlights: [Great cocktails, Rooftop seating], Accessibility: [No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Spirits, Wine], Dining options: [Seating], Amenities: [Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ]","4RJ65XP9+QC","Australia/Melbourne","$20–40",NA,NA,NA,"0466 859 933","0466 859 933, +61 466 859 933","YES","Santana Rooftop (owner)",1.00812316066892e+20,"https://www.google.com/maps/contrib/100812316066891774493","",NA,103,4.7,"https://search.google.com/local/reviews?placeid=ChIJoYXGtY9D1moRRcp2-gnXHnI&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8223246407481870917","https://www.google.com/search?kgmid=/g/11m49zf31n",-37.8130461,144.9686219,"http://santanarooftop.com/","santanarooftop.com","Thursday: [4-11 pm], Friday: [3-11 pm], Saturday: [3-11 pm], Sunday: [Closed], Monday: [4-11 pm], Tuesday: [4-11 pm], Wednesday: [4-11 pm]","https://lh5.googleusercontent.com/p/AF1QipOXngeuqaXbUg1ODUhhbsDh7_k3DhZoJsd4e1Qc=w138-h92-k-no",8223246407481871360,"0x6ad6438fb5c685a1:0x721ed709fa76ca45","ChIJoYXGtY9D1moRRcp2-gnXHnI","/g/11m49zf31n","Rooftop Bar","Other"
"ShanDong MaMa Mini","","5 Centre Pl, Melbourne VIC 3000","5 Centre Pl","Melbourne VIC 3000","Dumpling restaurant, Chinese restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner], Amenities: [No toilets], Atmosphere: [Casual, Cosy], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid street parking]","4RJ65XM8+86","Australia/Melbourne","$20–40",NA,NA,NA,"0416 662 992","0416 662 992, +61 416 662 992","YES","ShanDong MaMa Mini (owner)",1.11929099687903e+20,"https://www.google.com/maps/contrib/111929099687903458154","","",820,4.6,"https://search.google.com/local/reviews?placeid=ChIJ0w8qPLRC1moRgCk34Q_V9Uo&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5401457592280492416","https://www.google.com/search?kgmid=/g/11b7q59v_k",-37.8167056,144.9655546,"","","Saturday: [11 am-9 pm], Sunday: [11 am-9 pm], Monday: [11 am-9 pm], Tuesday: [11 am-9 pm], Wednesday: [11 am-9 pm], Thursday: [11 am-9 pm], Friday: [11 am-9 pm]","https://lh5.googleusercontent.com/p/AF1QipMlLab607bA8mc0tZbqpJa11AlWa-q-kPQtq4g-=w122-h92-k-no",5401457592280492032,"0x6ad642b43c2a0fd3:0x4af5d50fe1372980","ChIJ0w8qPLRC1moRgCk34Q_V9Uo","/g/11b7q59v_k","Restaurant","Chinese"
"Dukes Coffee Roasters","Specialty outpost crafting coffee in a stylish interior with light, wood-panelled walls.","247 Flinders Ln, Melbourne VIC 3000","247 Flinders Ln","Melbourne VIC 3000","Coffee shop, Cafe, Coffee wholesaler, Espresso bar","Service options: [On-site services, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, No wheelchair-accessible car park, No wheelchair-accessible seating], Offerings: [Coffee, Organic dishes], Dining options: [Dessert, Seating], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments]","4RJ65XM8+7F","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9417 5578","(03) 9417 5578, +61 3 9417 5578","YES","Dukes Coffee Roasters (owner)",1.05085754622356e+20,"https://www.google.com/maps/contrib/105085754622356377481","","",1167,4.5,"https://search.google.com/local/reviews?placeid=ChIJyaNNI7RC1moRQcMRU8Ucz8o&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14613930949668356929","https://www.google.com/search?kgmid=/g/1jkybh5t4",-37.816791,144.966162,"http://www.dukescoffee.com.au/","dukescoffee.com.au","Tuesday: [7 am-4:30 pm], Wednesday: [7 am-4:30 pm], Thursday: [7 am-4:30 pm], Friday: [7 am-4:30 pm], Saturday: [8 am-5 pm], Sunday: [Closed], Monday: [7 am-4:30 pm]","https://lh5.googleusercontent.com/p/AF1QipPeUvh_0XJ9Z_D9NJlHWPcX2Q4aTChItrRCJy6e=w80-h100-k-no",14613930949668356096,"0x6ad642b4234da3c9:0xcacf1cc55311c341","ChIJyaNNI7RC1moRQcMRU8Ucz8o","/g/1jkybh5t4","Coffee Shop","Other"
"Al Dente Enoteca Restaurant","","161 Nicholson St, Carlton VIC 3053","161 Nicholson St","Carlton VIC 3053","Italian restaurant, Modern Australian restaurant, Pasta shop","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Spirits, Wine], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Bar on site, Toilets], Atmosphere: [Cosy, Romantic, Upmarket], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking, ]","4RJ66X3F+CW","Australia/Melbourne","",NA,NA,NA,"0483 800 861","0483 800 861, +61 483 800 861","YES","Al Dente Enoteca Restaurant (owner)",1.09748740939899e+20,"https://www.google.com/maps/contrib/109748740939899355969","","instagram: https://www.instagram.com/al_dente_enoteca_melbourne
facebook: https://www.facebook.com/aldenteenoteca
",447,4.8,"https://search.google.com/local/reviews?placeid=ChIJYYCx7wND1moRY3QO3Irt8HQ&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8426496083463402595","https://www.google.com/search?kgmid=/g/11lm3trsnp",-37.7964126,144.9748731,"https://aldenteenoteca.com/","aldenteenoteca.com","Saturday: [12-11 pm], Sunday: [Closed], Monday: [5-11 pm], Tuesday: [5:30-11 pm], Wednesday: [12-3 pm, 5:30-11 pm], Thursday: [12-3 pm, 5:30-11 pm], Friday: [12-3 pm, 5:30-11 pm]","https://lh5.googleusercontent.com/p/AF1QipPYtKUfEDr_i1pbMZMAVKlpMWNi9e8q_Fd237Sf=w92-h92-k-no",8426496083463402496,"0x6ad64303efb18061:0x74f0ed8adc0e7463","ChIJYYCx7wND1moRY3QO3Irt8HQ","/g/11lm3trsnp","Restaurant","Italian"
